Site,Mode,ModeFreq,Method
K38/1447-M1,96,0.98,Annual
K38/1511-M1,96,0.87,Annual
K38/1512-M1,96,0.96,Annual
K38/1513-M1,96,0.98,Annual
K38/1514-M1,96,0.99,Annual
K38/1530-M1,96,nan,Qtr1
K38/1538-M1,96,nan,Qtr1
K38/1543-M1,96,0.9,Annual
K38/1544-M1,96,0.96,Annual
K38/1545-M1,96,0.89,Annual
K38/1547-M1,96,0.99,Annual
K38/1548-M1,96,0.99,Annual
K38/1549-M1,96,0.98,Annual
K38/1584-M1,0,0.88,Annual
K38/1669-M1,96,0.99,Annual
K38/1675-M1,96,0.96,Annual
K38/1676-M1,96,0.96,Annual
K38/1689-M1,96,0.99,Annual
K38/1690-M1,96,0.98,Annual
K38/1691-M1,96,0.89,Annual
K38/1692-M1,96,0.89,Annual
K38/1694-M1,96,0.75,Annual
K38/1695-M1,96,0.98,Annual
K38/1697-M1,96,0.69,Annual
K38/1698-M1,96,0.99,Annual
K38/1708-M1,96,0.82,Annual
K38/1710-M1,96,0.88,Annual
K38/1711-M1,96,0.84,Annual
K38/1712-M1,24,0.99,Annual
K38/1724-M1,96,0.99,Annual
K38/1731-M1,96,0.99,Annual
K38/1750-M1,96,nan,Qtr1
K38/1753-M1,96,0.99,Annual
K38/1767-M1,96,,Qtr4
K38/1770-M1,96,0.95,Annual
K38/1771-M1,96,0.99,Annual
K38/1776-M1,96,0.98,Annual
K38/1777-M1,96,0.89,Annual
K38/1803-M1,0,0.88,Annual
K38/1806-M1,96,0.97,Annual
K38/1809-M1,96,0.87,Annual
K38/1810-M1,96,0.84,Annual
K38/1815-M1,96,0.98,Annual
K38/1818-M1,96,0.97,Annual
K38/1819-M1,96,0.97,Annual
K38/1837-M1,96,0.51,Annual
K38/1840-M1,24,0.91,Annual
K38/1841-M1,96,0.96,Annual
K38/1842-M1,96,0.74,Annual
K38/1843-M1,96,0.98,Annual
K38/1845-M1,96,0.66,Annual
K38/1854-M1,96,0.95,Annual
K38/1855-M1,96,0.94,Annual
K38/1856-M1,96,0.93,Annual
K38/1864-M1,96,0.89,Annual
K38/1865-M1,96,0.9,Annual
K38/1866-M1,96,0.92,Annual
K38/1868-M1,96,0.98,Annual
K38/1869-M1,0,0.99,Annual
K38/1887-M1,96,0.94,Annual
K38/1890-M1,96,0.99,Annual
K38/1895-M1,0,0.94,Annual
K38/1898-M1,96,0.69,Annual
K38/1899-M1,96,0.96,Annual
K38/1902-M1,96,0.99,Annual
K38/1915-M1,96,0.78,Annual
K38/1915-M2,96,0.78,Annual
K38/1915-M3,96,0.78,Annual
K38/1917-M1,96,0.89,Annual
K38/1918-M1,96,0.86,Annual
K38/1919-M1,0,0.94,Annual
K38/1923-M1,96,0.98,Annual
K38/1929-M1,96,0.65,Annual
K38/1931-M1,96,0.89,Annual
K38/1947-M1,96,0.95,Annual
K38/1956-M1,96,0.84,Annual
K38/1957-M1,96,0.99,Annual
K38/1958-M1,96,0.83,Annual
K38/1960-M1,96,0.97,Annual
K38/1960-M2,96,0.96,Annual
K38/1961-M1,96,0.84,Annual
K38/1966-M1,96,0.97,Annual
K38/1967-M1,96,0.95,Annual
K38/1969-M1,96,0.96,Annual
K38/1970-M1,96,0.79,Annual
K38/1984-M1,96,0.99,Annual
K38/1985-M1,96,0.96,Annual
K38/1986-M1,96,0.99,Annual
K38/1989-M1,96,0.99,Annual
K38/1997-M1,96,0.99,Annual
K38/1999-M1,96,0.99,Annual
K38/2004-M1,96,0.99,Annual
K38/2005-M1,96,0.83,Annual
K38/2008-M1,24,0.9,Annual
K38/2013-M1,96,,Qtr4
K38/2015-M1,96,0.99,Annual
K38/2017-M1,96,0.99,Annual
K38/2020-M1,96,0.99,Annual
K38/2023-M1,24,0.9,Annual
K38/2025-M1,96,0.86,Annual
K38/2036-M1,96,1,Annual
K38/2040-M1,96,0.87,Annual
K38/2043-M1,96,0.95,Annual
K38/2047-M1,96,0.96,Annual
K38/2050-M1,96,0.97,Annual
K38/2058-M1,96,0.96,Annual
K38/2061-M1,96,0.91,Annual
K38/2063-M1,96,0.99,Annual
K38/2068-M1,96,0.96,Annual
K38/2072-M1,96,0.63,Annual
K38/2075-M1,96,1,Annual
K38/2077-M1,96,1,Annual
K38/2081-M1,96,0.51,Annual
K38/2083-M1,96,0.83,Annual
K38/2092-M1,96,0.99,Annual
K38/2097-M1,96,0.76,Annual
K38/2098-M1,96,0.5,Annual
K38/2112-M1,96,0.95,Annual
K38/2161-M1,96,nan,Qtr1
K38/2163-M1,0,0.88,Annual
K38/2182-M1,96,0.99,Annual
K38/2183-M1,96,0.96,Annual
K38/2184-M1,96,0.97,Annual
K38/2186-M1,96,0.99,Annual
K38/2237-M1,96,0.98,Annual
K38/2241-M1,96,0.99,Annual
K38/2248-M1,96,nan,Qtr2
K38/2270-M1,96,1,Annual
K38/2275-M1,96,0.98,Annual
K38/2287-M1,96,0.99,Annual
K38/2297-M1,96,0.98,Annual
K38/2299-M1,96,0.89,Annual
K38/2308-M1,96,0.86,Annual
K38/2312-M1,96,0.95,Annual
K38/2337-M1,96,0.95,Annual
K38/2341-M1,96,0.99,Annual
K38/2344-M1,96,0.82,Annual
K38/2348-M1,96,0.93,Annual
K38/2352-M1,96,0.99,Annual
K38/2367-M1,96,0.97,Annual
K38/2368-M1,96,0.96,Annual
K38/2369-M1,96,0.96,Annual
K38/2370-M1,96,0.95,Annual
K38/2371-M1,96,0.99,Annual
K38/2379-M1,96,0.8,Annual
K38/2380-M1,96,0.96,Annual
K38/2385-M1,96,0.99,Annual
K38/2394-M1,96,0.94,Annual
K38/2397-M1,96,0.63,Annual
K38/2398-M1,96,0.94,Annual
K38/2416-M1,96,0.93,Annual
K38/2421-M1,96,nan,Qtr3
K38/2423-M1,96,0.98,Annual
K38/2424-M1,96,0.98,Annual
K38/2424-M2,96,0.96,Annual
K38/2424-M3,96,0.94,Annual
K38/2425-M1,96,0.98,Annual
K39/0021-M1,96,0.82,Annual
K39/0025-M1,96,0.94,Annual
L34/0043-M1,96,0.79,Annual
L34/0048-M1,96,0.76,Annual
L34/0052-M1,96,,Qtr4
L34/0069-M1,96,0.99,Annual
L34/0076-M1,96,0.97,Annual
L34/0077-M1,96,0.97,Annual
L34/0079-M1,96,0.97,Annual
L35/0043-M1,96,0.99,Annual
L35/0048-M1,96,0.99,Annual
L35/0152-M1,0,0.97,Annual
L35/0176-M1,0,0.89,Annual
L35/0185-M1,96,0.94,Annual
L35/0186-M1,96,0.99,Annual
L35/0187-M1,96,0.99,Annual
L35/0188-M1,96,1,Annual
L35/0190-M1,96,0.99,Annual
L35/0191-M1,0,0.92,Annual
L35/0192-M1,96,0.96,Annual
L35/0204-M1,96,0.96,Annual
L35/0210-M1,96,0.94,Annual
L35/0211-M1,96,0.99,Annual
L35/0212-M1,96,,Qtr4
L35/0213-M1,96,,Qtr4
L35/0215-M1,0,0.92,Annual
L35/0216-M1,96,0.99,Annual
L35/0219-M1,96,0.83,Annual
L35/0221-M1,96,0.99,Annual
L35/0243-M1,96,0.81,Annual
L35/0245-M1,0,0.89,Annual
L35/0246-M1,96,0.99,Annual
L35/0249-M1,96,0.91,Annual
L35/0256-M1,0,0.92,Annual
L35/0258-M1,96,0.96,Annual
L35/0279-M1,96,0.99,Annual
L35/0304-M1,96,0.56,Annual
L35/0326-M1,96,0.85,Annual
L35/0334-M1,0,0.92,Annual
L35/0339-M1,96,0.88,Annual
L35/0350-M1,96,0.99,Annual
L35/0528-M1,96,0.97,Annual
L35/0532-M1,96,0.96,Annual
L35/0534-M1,0,0.89,Annual
L35/0547-M1,96,0.95,Annual
L35/0550-M1,96,0.96,Annual
L35/0551-M1,96,0.96,Annual
L35/0554-M1,96,0.96,Annual
L35/0555-M1,96,0.96,Annual
L35/0556-M1,96,0.98,Annual
L35/0557-M1,96,0.96,Annual
L35/0561-M1,96,0.98,Annual
L35/0564-M1,96,0.97,Annual
L35/0565-M1,96,0.85,Annual
L35/0566-M1,96,0.98,Annual
L35/0568-M1,96,0.82,Annual
L35/0574-M1,96,0.71,Annual
L35/0595-M1,96,0.93,Annual
L35/0599-M1,96,0.99,Annual
L35/0617-M1,96,0.98,Annual
L35/0619-M1,96,0.98,Annual
L35/0621-M1,96,0.9,Annual
L35/0623-M1,96,,Qtr4
L35/0665-M1,96,0.96,Annual
L35/0666-M1,96,0.9,Annual
L35/0671-M1,96,0.96,Annual
L35/0673-M1,96,1,Annual
L35/0681-M1,96,0.93,Annual
L35/0685-M1,96,0.99,Annual
L35/0699-M1,96,0.95,Annual
L35/0701-M1,96,0.92,Annual
L35/0702-M1,96,0.81,Annual
L35/0705-M1,96,0.84,Annual
L35/0709-M1,96,0.83,Annual
L35/0714-M1,96,0.98,Annual
L35/0716-M1,96,0.68,Annual
L35/0721-M1,96,0.99,Annual
L35/0726-M1,96,0.82,Annual
L35/0727-M1,96,0.7,Annual
L35/0728-M1,96,0.87,Annual
L35/0731-M1,96,0.99,Annual
L35/0738-M1,96,0.56,Annual
L35/0740-M1,96,nan,Qtr1
L35/0744-M1,96,0.49,Annual
L35/0751-M1,96,0.84,Annual
L35/0753-M1,96,0.97,Annual
L35/0765-M1,0,0.76,Annual
L35/0767-M1,96,nan,Qtr1
L35/0769-M1,96,0.86,Annual
L35/0771-M1,96,0.99,Annual
L35/0777-M1,96,0.99,Annual
L35/0778-M1,96,0.84,Annual
L35/0781-M1,96,0.61,Annual
L35/0782-M1,96,0.97,Annual
L35/0783-M1,96,1,Annual
L35/0790-M1,96,0.88,Annual
L35/0791-M1,96,0.99,Annual
L35/0793-M1,96,0.81,Annual
L35/0794-M1,96,0.99,Annual
L35/0799-M1,96,0.85,Annual
L35/0804-M1,96,0.99,Annual
L35/0806-M1,96,0.98,Annual
L35/0812-M1,96,0.67,Annual
L35/0813-M1,96,0.98,Annual
L35/0815-M1,96,0.7,Annual
L35/0823-M1,96,0.91,Annual
L35/0825-M1,96,0.99,Annual
L35/0831-M1,96,0.85,Annual
L35/0832-M1,96,0.98,Annual
L35/0842-M1,96,0.8,Annual
L35/0844-M1,96,0.99,Annual
L35/0849-M1,96,0.86,Annual
L35/0852-M1,96,0.99,Annual
L35/0855-M1,96,0.9,Annual
L35/0857-M1,96,0.51,Annual
L35/0862-M1,96,0.86,Annual
L35/0863-M1,96,0.89,Annual
L35/0864-M1,96,0.71,Annual
L35/0869-M1,96,0.86,Annual
L35/0888-M1,96,0.98,Annual
L35/0893-M1,96,0.99,Annual
L35/0906-M1,96,0.99,Annual
L35/0908-M1,96,0.37,Annual
L35/0909-M1,96,0.43,Annual
L35/0912-M1,96,0.98,Annual
L35/0919-M1,96,0.99,Annual
L35/0924-M1,96,0.95,Annual
L35/0927-M1,96,0.95,Annual
L35/0933-M1,0,0.89,Annual
L35/0939-M1,96,0.89,Annual
L35/0940-M1,96,0.97,Annual
L35/0949-M1,96,0.52,Annual
L35/0950-M1,96,0.99,Annual
L35/0957-M1,96,0.99,Annual
L35/0958-M1,96,0.99,Annual
L35/0977-M1,0,0.92,Annual
L35/0979-M1,96,0.99,Annual
L35/0980-M1,0,0.92,Annual
L35/0987-M1,96,0.84,Annual
L35/0989-M1,96,0.99,Annual
L35/0991-M1,96,0.84,Annual
L35/1009-M1,96,0.82,Annual
L35/1012-M1,96,0.99,Annual
L35/1043-M1,96,1,Annual
L35/1044-M1,96,0.99,Annual
L35/1045-M1,96,0.99,Annual
L35/1046-M1,96,0.99,Annual
L35/1048-M1,96,nan,Qtr1
L35/1049-M1,96,0.49,Annual
L35/1051-M1,96,0.95,Annual
L35/1062-M1,96,0.86,Annual
L35/1063-M1,96,0.98,Annual
L35/1067-M1,96,0.94,Annual
L35/1071-M1,96,0.95,Annual
L35/1072-M1,96,0.99,Annual
L35/1079-M1,96,0.99,Annual
L35/1098-M1,96,0.94,Annual
L35/1100-M1,96,0.86,Annual
L35/1101-M1,96,0.83,Annual
L35/1104-M1,96,0.99,Annual
L35/1145-M1,96,0.94,Annual
L35/1163-M1,96,,Qtr4
L35/1164-M1,96,,Qtr4
L35/1174-M1,96,0.99,Annual
L35/1187-M1,96,0.68,Annual
L35/1188-M1,96,0.61,Annual
L36/0050-M1,96,0.89,Annual
L36/0053-M1,96,0.55,Annual
L36/0054-M1,96,0.55,Annual
L36/0056-M1,96,0.79,Annual
L36/0058-M1,96,0.99,Annual
L36/0060-M1,96,0.37,Annual
L36/0065-M1,0,0.96,Annual
L36/0071-M1,96,0.75,Annual
L36/0072-M1,96,,Qtr4
L36/0086-M1,96,0.42,Annual
L36/0087-M1,96,0.87,Annual
L36/0090-M1,96,0.97,Annual
L36/0091-M1,96,1,Annual
L36/0094-M1,0,0.84,Annual
L36/0095-M1,96,0.99,Annual
L36/0099-M1,96,0.99,Annual
L36/0100-M1,96,0.86,Annual
L36/0102-M1,96,0.95,Annual
L36/0117-M1,96,0.97,Annual
L36/0119-M1,96,nan,Qtr3
L36/0120-M1,96,0.87,Annual
L36/0121-M1,96,0.94,Annual
L36/0154-M1,96,0.99,Annual
L36/0176-M1,96,0.99,Annual
L36/0177-M1,96,0.86,Annual
L36/0181-M1,96,0.98,Annual
L36/0183-M1,96,0.96,Annual
L36/0191-M1,96,0.99,Annual
L36/0194-M1,96,0.9,Annual
L36/0195-M1,96,0.98,Annual
L36/0196-M1,96,0.99,Annual
L36/0197-M1,96,nan,Qtr1
L36/0201-M1,96,0.91,Annual
L36/0205-M1,96,0.99,Annual
L36/0207-M1,96,0.89,Annual
L36/0208-M1,96,0.88,Annual
L36/0217-M1,96,0.99,Annual
L36/0243-M1,96,0.99,Annual
L36/0245-M1,96,0.93,Annual
L36/0246-M1,96,0.97,Annual
L36/0268-M1,0,0.92,Annual
L36/0270-M1,96,0.91,Annual
L36/0271-M1,96,0.9,Annual
L36/0272-M1,96,0.89,Annual
L36/0276-M1,96,0.95,Annual
L36/0277-M1,0,0.96,Annual
L36/0280-M1,96,0.7,Annual
L36/0302-M1,96,0.95,Annual
L36/0309-M1,88,nan,Qtr3
L36/0310-M1,96,0.9,Annual
L36/0311-M1,96,0.99,Annual
L36/0314-M1,96,0.86,Annual
L36/0318-M1,96,0.98,Annual
L36/0319-M1,92,,Qtr4
L36/0320-M1,96,0.79,Annual
L36/0322-M1,96,0.97,Annual
L36/0326-M1,96,0.67,Annual
L36/0332-M1,96,0.98,Annual
L36/0363-M1,96,0.97,Annual
L36/0365-M1,96,0.89,Annual
L36/0366-M1,96,0.97,Annual
L36/0367-M1,96,0.98,Annual
L36/0368-M1,96,0.54,Annual
L36/0369-M1,0,0.97,Annual
L36/0370-M1,96,0.92,Annual
L36/0372-M1,96,0.89,Annual
L36/0379-M1,96,0.94,Annual
L36/0382-M1,96,0.81,Annual
L36/0385-M1,96,0.96,Annual
L36/0388-M1,96,0.85,Annual
L36/0393-M1,96,0.98,Annual
L36/0408-M1,96,0.9,Annual
L36/0409-M1,96,0.91,Annual
L36/0410-M1,96,0.9,Annual
L36/0417-M1,96,0.98,Annual
L36/0419-M1,96,0.99,Annual
L36/0421-M1,0,0.92,Annual
L36/0424-M1,96,0.62,Annual
L36/0428-M1,96,0.85,Annual
L36/0448-M1,96,0.95,Annual
L36/0449-M1,96,0.88,Annual
L36/0472-M1,96,0.8,Annual
L36/0476-M1,96,0.87,Annual
L36/0488-M1,96,0.91,Annual
L36/0490-M1,96,0.93,Annual
L36/0492-M1,96,0.9,Annual
L36/0495-M1,96,0.99,Annual
L36/0496-M1,96,0.77,Annual
L36/0503-M1,96,0.43,Annual
L36/0509-M1,96,0.98,Annual
L36/0512-M1,0,0.81,Annual
L36/0515-M1,96,0.99,Annual
L36/0521-M1,96,0.92,Annual
L36/0533-M1,96,0.89,Annual
L36/0579-M1,96,0.97,Annual
L36/0582-M1,96,0.98,Annual
L36/0590-M1,96,0.84,Annual
L36/0593-M1,96,0.79,Annual
L36/0594-M1,0,0.95,Annual
L36/0598-M1,96,0.86,Annual
L36/0698-M1,96,0.98,Annual
L36/0707-M1,96,0.63,Annual
L36/0721-M1,96,0.99,Annual
L36/0725-M1,0,0.92,Annual
L36/0728-M1,96,0.96,Annual
L36/0732-M1,96,0.98,Annual
L36/0741-M1,96,0.96,Annual
L36/0764-M1,96,0.95,Annual
L36/0817-M1,96,0.9,Annual
L36/0818-M1,96,0.82,Annual
L36/0828-M1,96,0.86,Annual
L36/0831-M1,96,0.96,Annual
L36/0836-M1,96,0.66,Annual
L36/0838-M1,96,0.99,Annual
L36/0841-M1,96,0.99,Annual
L36/0844-M1,96,0.99,Annual
L36/0845-M1,96,0.99,Annual
L36/0846-M1,96,0.99,Annual
L36/0846-M2,96,0.99,Annual
L36/0847-M1,96,0.99,Annual
L36/0859-M1,96,0.92,Annual
L36/0860-M1,96,0.97,Annual
L36/0861-M1,96,0.89,Annual
L36/0869-M1,96,0.94,Annual
L36/0876-M1,96,0.95,Annual
L36/0877-M1,96,0.85,Annual
L36/0880-M1,96,0.92,Annual
L36/0888-M1,96,0.98,Annual
L36/0895-M1,96,1,Annual
L36/0896-M1,96,0.9,Annual
L36/0897-M1,96,0.92,Annual
L36/0902-M1,96,0.69,Annual
L36/0903-M1,96,0.92,Annual
L36/0903-M2,96,0.92,Annual
L36/0904-M1,96,0.71,Annual
L36/0919-M1,96,0.66,Annual
L36/0925-M1,96,0.97,Annual
L36/0960-M1,96,0.95,Annual
L36/0974-M1,96,0.96,Annual
L36/0975-M1,96,0.99,Annual
L36/0976-M1,96,0.99,Annual
L36/0993-M1,96,0.87,Annual
L36/0995-M1,96,0.95,Annual
L36/0998-M1,96,0.91,Annual
L36/1000-M1,96,nan,Qtr1
L36/1004-M1,96,0.64,Annual
L36/1010-M1,96,0.89,Annual
L36/1011-M1,96,0.91,Annual
L36/1012-M1,96,0.81,Annual
L36/1016-M1,96,0.99,Annual
L36/1017-M1,96,0.96,Annual
L36/1022-M1,96,0.99,Annual
L36/1023-M1,96,0.98,Annual
L36/1026-M1,96,nan,Qtr1
L36/1027-M1,24,0.99,Annual
L36/1030-M1,96,0.74,Annual
L36/1037-M1,96,0.99,Annual
L36/1042-M1,0,0.95,Annual
L36/1048-M1,96,0.94,Annual
L36/1052-M1,0,0.98,Annual
L36/1054-M1,96,0.92,Annual
L36/1055-M1,96,0.92,Annual
L36/1057-M1,96,0.63,Annual
L36/1063-M1,96,0.98,Annual
L36/1068-M1,96,0.96,Annual
L36/1069-M1,96,0.86,Annual
L36/1071-M1,96,0.95,Annual
L36/1076-M1,96,0.93,Annual
L36/1077-M1,96,0.87,Annual
L36/1078-M1,96,0.99,Annual
L36/1079-M1,96,0.99,Annual
L36/1082-M1,96,0.96,Annual
L36/1084-M1,96,0.99,Annual
L36/1092-M1,96,0.85,Annual
L36/1094-M1,96,0.99,Annual
L36/1095-M1,96,0.9,Annual
L36/1099-M1,96,0.84,Annual
L36/1101-M1,96,0.86,Annual
L36/1102-M1,96,0.88,Annual
L36/1110-M1,96,1,Annual
L36/1112-M1,96,,Qtr4
L36/1134-M1,96,0.98,Annual
L36/1139-M1,96,0.97,Annual
L36/1140-M1,96,0.93,Annual
L36/1141-M1,96,0.85,Annual
L36/1143-M1,96,0.87,Annual
L36/1147-M1,96,0.99,Annual
L36/1150-M1,96,0.99,Annual
L36/1151-M1,96,0.98,Annual
L36/1152-M1,96,0.63,Annual
L36/1155-M1,96,0.97,Annual
L36/1158-M1,96,0.99,Annual
L36/1161-M1,96,0.9,Annual
L36/1162-M1,96,0.88,Annual
L36/1170-M1,96,0.99,Annual
L36/1173-M1,96,0.9,Annual
L36/1175-M1,96,0.93,Annual
L36/1176-M1,24,0.64,Annual
L36/1177-M1,96,0.94,Annual
L36/1178-M1,96,0.93,Annual
L36/1184-M1,96,0.9,Annual
L36/1185-M1,96,0.86,Annual
L36/1186-M1,96,0.98,Annual
L36/1199-M1,96,0.8,Annual
L36/1201-M1,96,0.87,Annual
L36/1206-M1,96,0.98,Annual
L36/1224-M1,96,0.98,Annual
L36/1228-M1,96,0.99,Annual
L36/1229-M1,96,0.9,Annual
L36/1230-M1,96,0.92,Annual
L36/1244-M1,96,0.92,Annual
L36/1249-M1,96,0.91,Annual
L36/1253-M1,96,0.97,Annual
L36/1284-M1,96,0.89,Annual
L36/1286-M1,96,0.89,Annual
L36/1287-M1,96,0.89,Annual
L36/1288-M1,96,0.89,Annual
L36/1289-M1,96,0.55,Annual
L36/1290-M1,96,0.97,Annual
L36/1297-M1,96,1,Annual
L36/1298-M1,0,0.99,Annual
L36/1308-M1,96,0.92,Annual
L36/1310-M1,96,0.93,Annual
L36/1313-M1,0,0.89,Annual
L36/1334-M1,96,0.98,Annual
L36/1335-M1,96,nan,Qtr3
L36/1336-M1,96,,Qtr4
L36/1337-M1,96,0.9,Annual
L36/1355-M1,96,0.93,Annual
L36/1356-M1,96,0.61,Annual
L36/1362-M1,96,nan,Qtr3
L36/1366-M1,96,0.92,Annual
L36/1367-M1,96,0.76,Annual
L36/1373-M1,96,0.98,Annual
L36/1387-M1,24,0.91,Annual
L36/1388-M1,96,0.87,Annual
L36/1396-M1,96,0.99,Annual
L36/1397-M1,96,0.98,Annual
L36/1398-M1,96,nan,Qtr1
L36/1399-M1,96,nan,Qtr1
L36/1402-M1,96,0.97,Annual
L36/1403-M1,96,0.85,Annual
L36/1405-M1,96,0.93,Annual
L36/1408-M1,96,0.97,Annual
L36/1414-M1,96,0.89,Annual
L36/1415-M1,96,0.99,Annual
L36/1418-M1,96,0.98,Annual
L36/1419-M1,96,0.98,Annual
L36/1420-M1,96,0.88,Annual
L36/1421-M1,96,0.97,Annual
L36/1423-M1,96,0.94,Annual
L36/1425-M1,96,0.93,Annual
L36/1427-M1,96,0.99,Annual
L36/1429-M1,96,,Qtr4
L36/1431-M1,96,,Qtr4
L36/1433-M1,96,0.89,Annual
L36/1438-M1,96,0.96,Annual
L36/1439-M1,96,0.98,Annual
L36/1441-M1,96,0.95,Annual
L36/1446-M1,96,0.99,Annual
L36/1448-M1,96,0.89,Annual
L36/1449-M1,96,0.92,Annual
L36/1452-M1,96,0.98,Annual
L36/1453-M1,96,0.96,Annual
L36/1454-M1,96,0.9,Annual
L36/1455-M1,96,0.97,Annual
L36/1456-M1,96,0.96,Annual
L36/1457-M1,96,0.98,Annual
L36/1466-M1,96,0.96,Annual
L36/1468-M1,0,0.95,Annual
L36/1471-M1,96,0.91,Annual
L36/1472-M1,0,0.84,Annual
L36/1474-M1,96,0.92,Annual
L36/1476-M1,96,0.99,Annual
L36/1479-M1,96,0.99,Annual
L36/1482-M1,96,0.9,Annual
L36/1483-M1,96,0.83,Annual
L36/1484-M1,96,0.62,Annual
L36/1487-M1,96,0.99,Annual
L36/1488-M1,96,0.8,Annual
L36/1489-M1,96,0.99,Annual
L36/1492-M1,96,0.98,Annual
L36/1494-M1,96,0.77,Annual
L36/1495-M1,96,0.96,Annual
L36/1497-M1,96,0.97,Annual
L36/1498-M1,96,0.91,Annual
L36/1503-M1,96,0.61,Annual
L36/1504-M1,96,0.72,Annual
L36/1510-M1,96,0.96,Annual
L36/1511-M1,96,0.9,Annual
L36/1512-M1,96,0.99,Annual
L36/1513-M1,96,0.64,Annual
L36/1514-M1,96,0.98,Annual
L36/1515-M1,96,0.99,Annual
L36/1518-M1,96,0.98,Annual
L36/1519-M1,96,0.97,Annual
L36/1520-M1,96,0.96,Annual
L36/1522-M1,96,0.97,Annual
L36/1524-M1,96,0.89,Annual
L36/1525-M1,96,0.98,Annual
L36/1529-M1,96,0.59,Annual
L36/1531-M1,96,0.93,Annual
L36/1533-M1,96,0.66,Annual
L36/1538-M1,96,0.9,Annual
L36/1540-M1,96,0.91,Annual
L36/1541-M1,96,0.98,Annual
L36/1542-M1,96,0.95,Annual
L36/1543-M1,96,0.96,Annual
L36/1546-M1,96,0.41,Annual
L36/1549-M1,24,0.9,Annual
L36/1559-M1,96,0.75,Annual
L36/1563-M1,92,nan,Qtr3
L36/1564-M1,96,0.94,Annual
L36/1567-M1,96,0.64,Annual
L36/1569-M1,96,0.7,Annual
L36/1570-M1,96,0.45,Annual
L36/1579-M1,96,0.99,Annual
L36/1580-M1,96,0.79,Annual
L36/1581-M1,96,1,Annual
L36/1584-M1,96,0.99,Annual
L36/1585-M1,96,0.99,Annual
L36/1586-M1,96,0.93,Annual
L36/1591-M1,0,0.96,Annual
L36/1592-M1,96,0.99,Annual
L36/1593-M1,96,0.97,Annual
L36/1595-M1,96,0.98,Annual
L36/1597-M1,96,0.69,Annual
L36/1598-M1,96,0.98,Annual
L36/1599-M1,96,0.91,Annual
L36/1600-M1,96,0.82,Annual
L36/1601-M1,96,0.88,Annual
L36/1604-M1,96,0.79,Annual
L36/1605-M1,96,0.91,Annual
L36/1607-M1,96,0.89,Annual
L36/1608-M1,96,0.99,Annual
L36/1611-M1,96,0.99,Annual
L36/1612-M1,96,0.98,Annual
L36/1615-M1,96,0.99,Annual
L36/1618-M1,96,0.99,Annual
L36/1619-M1,96,0.87,Annual
L36/1620-M1,96,0.96,Annual
L36/1621-M1,96,0.83,Annual
L36/1622-M1,96,0.98,Annual
L36/1626-M1,96,0.93,Annual
L36/1627-M1,96,0.92,Annual
L36/1628-M1,96,0.88,Annual
L36/1631-M1,0,0.82,Annual
L36/1634-M1,96,0.98,Annual
L36/1641-M1,96,0.32,Annual
L36/1647-M1,96,0.77,Annual
L36/1649-M1,96,0.96,Annual
L36/1654-M1,96,0.89,Annual
L36/1655-M1,96,0.98,Annual
L36/1661-M1,96,0.86,Annual
L36/1662-M1,96,0.98,Annual
L36/1674-M1,96,0.8,Annual
L36/1679-M1,96,0.98,Annual
L36/1684-M1,144,0.82,Annual
L36/1685-M1,144,0.82,Annual
L36/1686-M1,144,0.82,Annual
L36/1687-M1,144,0.45,Annual
L36/1689-M1,96,0.67,Annual
L36/1693-M1,0,0.96,Annual
L36/1707-M1,96,0.99,Annual
L36/1709-M1,96,0.87,Annual
L36/1716-M1,96,0.99,Annual
L36/1725-M1,96,0.94,Annual
L36/1726-M1,96,0.99,Annual
L36/1727-M1,96,0.97,Annual
L36/1728-M1,96,0.9,Annual
L36/1736-M1,96,nan,Qtr1
L36/1737-M1,96,0.93,Annual
L36/1739-M1,96,0.78,Annual
L36/1741-M1,96,,Qtr4
L36/1742-M1,96,,Qtr4
L36/1746-M1,0,0.98,Annual
L36/1750-M1,96,0.79,Annual
L36/1751-M1,96,0.37,Annual
L36/1752-M1,96,,Qtr4
L36/1753-M1,96,0.95,Annual
L36/1754-M1,96,0.81,Annual
L36/1755-M1,96,0.99,Annual
L36/1756-M1,92,nan,Qtr3
L36/1757-M1,96,0.98,Annual
L36/1759-M1,96,nan,Qtr1
L36/1770-M1,96,0.77,Annual
L36/1771-M1,96,0.87,Annual
L36/1773-M1,96,0.89,Annual
L36/1775-M1,96,0.98,Annual
L36/1776-M1,96,0.71,Annual
L36/1777-M1,96,0.76,Annual
L36/1779-M1,96,0.96,Annual
L36/1783-M1,96,nan,Qtr1
L36/1787-M1,96,0.97,Annual
L36/1790-M1,96,0.87,Annual
L36/1791-M1,96,0.85,Annual
L36/1793-M1,96,0.98,Annual
L36/1794-M1,96,0.99,Annual
L36/1799-M1,96,0.95,Annual
L36/1800-M1,96,0.69,Annual
L36/1801-M1,96,0.99,Annual
L36/1803-M1,96,0.92,Annual
L36/1804-M1,96,0.99,Annual
L36/1805-M1,96,0.99,Annual
L36/1807-M1,96,0.92,Annual
L36/1809-M1,96,0.86,Annual
L36/1810-M1,96,0.99,Annual
L36/1814-M1,96,nan,Qtr3
L36/1817-M1,96,0.64,Annual
L36/1821-M1,96,0.91,Annual
L36/1822-M1,96,0.91,Annual
L36/1830-M1,96,0.87,Annual
L36/1832-M1,96,0.89,Annual
