Site,Mode,ModeFreq,Method
M36/4699-M1,0,0.93,Annual
M36/4700-M1,0,0.92,Annual
M36/4703-M1,96,0.93,Annual
M36/4705-M1,96,0.72,Annual
M36/4713-M1,96,0.93,Annual
M36/4717-M1,96,0.99,Annual
M36/4732-M1,96,0.99,Annual
M36/4737-M1,96,0.63,Annual
M36/4794-M1,96,0.9,Annual
M36/4795-M1,0,0.92,Annual
M36/4805-M1,96,0.99,Annual
M36/4846-M1,96,0.88,Annual
M36/4884-M1,96,0.91,Annual
M36/4885-M1,96,nan,Qtr1
M36/4888-M1,96,0.99,Annual
M36/4896-M1,96,0.87,Annual
M36/4897-M1,96,0.9,Annual
M36/4912-M1,96,0.99,Annual
M36/4934-M1,96,0.86,Annual
M36/4948-M1,96,0.69,Annual
M36/4962-M1,96,0.88,Annual
M36/4966-M1,96,0.99,Annual
M36/4968-M1,96,0.54,Annual
M36/4969-M1,96,0.59,Annual
M36/4970-M1,96,0.55,Annual
M36/4971-M1,96,0.99,Annual
M36/4977-M1,96,0.93,Annual
M36/4978-M1,0,0.94,Annual
M36/4980-M1,96,0.71,Annual
M36/4988-M1,96,0.9,Annual
M36/4989-M1,96,0.96,Annual
M36/4990-M1,96,nan,Qtr1
M36/4993-M1,96,0.99,Annual
M36/5003-M1,96,0.9,Annual
M36/5004-M1,96,nan,Qtr1
M36/5011-M1,96,0.86,Annual
M36/5013-M1,96,0.98,Annual
M36/5016-M1,96,0.86,Annual
M36/5019-M1,0,0.99,Annual
M36/5026-M1,96,0.94,Annual
M36/5034-M1,96,0.95,Annual
M36/5110-M1,96,0.68,Annual
M36/5113-M1,96,0.96,Annual
M36/5115-M1,96,0.86,Annual
M36/5116-M1,96,0.88,Annual
M36/5117-M1,96,0.95,Annual
M36/5123-M1,96,0.84,Annual
M36/5125-M1,96,0.92,Annual
M36/5132-M1,96,0.98,Annual
M36/5135-M1,96,0.88,Annual
M36/5157-M1,96,0.9,Annual
M36/5163-M1,96,0.89,Annual
M36/5177-M1,96,0.9,Annual
M36/5181-M1,96,0.9,Annual
M36/5186-M1,96,0.88,Annual
M36/5189-M1,96,0.97,Annual
M36/5192-M1,96,1,Annual
M36/5193-M1,96,0.85,Annual
M36/5196-M1,96,0.99,Annual
M36/5198-M1,96,0.99,Annual
M36/5214-M1,96,0.99,Annual
M36/5220-M1,96,0.95,Annual
M36/5224-M1,96,0.9,Annual
M36/5243-M1,96,0.95,Annual
M36/5249-M1,96,0.99,Annual
M36/5250-M1,96,0.86,Annual
M36/5251-M1,96,0.88,Annual
M36/5266-M1,96,0.93,Annual
M36/5271-M1,96,0.88,Annual
M36/5294-M1,96,0.98,Annual
M36/5295-M1,96,0.92,Annual
M36/5297-M1,0,0.92,Annual
M36/5304-M1,96,0.99,Annual
M36/5309-M1,96,0.64,Annual
M36/5322-M1,96,0.97,Annual
M36/5332-M1,96,0.91,Annual
M36/5333-M1,96,nan,Qtr1
M36/5338-M1,96,0.86,Annual
M36/5342-M1,0,0.89,Annual
M36/5350-M1,96,0.99,Annual
M36/5351-M1,96,0.85,Annual
M36/5372-M1,96,0.75,Annual
M36/5374-M1,96,0.95,Annual
M36/5377-M1,0,0.92,Annual
M36/5382-M1,96,0.91,Annual
M36/5617-M1,96,0.86,Annual
M36/5632-M1,96,0.98,Annual
M36/5643-M1,96,0.99,Annual
M36/5646-M1,96,0.94,Annual
M36/5656-M1,96,0.99,Annual
M36/5685-M1,96,0.99,Annual
M36/5689-M1,96,0.93,Annual
M36/5708-M1,96,0.86,Annual
M36/5730-M1,96,0.89,Annual
M36/5769-M1,96,0.99,Annual
M36/5774-M1,96,0.72,Annual
M36/5777-M1,0,0.86,Annual
M36/5778-M1,96,0.99,Annual
M36/5781-M1,96,0.88,Annual
M36/5789-M1,96,0.9,Annual
M36/5845-M1,96,0.92,Annual
M36/5851-M1,0,0.99,Annual
M36/5852-M1,96,0.88,Annual
M36/5866-M1,96,0.94,Annual
M36/5867-M1,96,0.87,Annual
M36/5876-M1,96,0.88,Annual
M36/5899-M1,96,0.89,Annual
M36/5920-M1,96,0.96,Annual
M36/5925-M1,96,0.54,Annual
M36/5948-M1,96,0.75,Annual
M36/5953-M1,96,0.97,Annual
M36/5956-M1,96,0.85,Annual
M36/6016-M1,96,0.92,Annual
M36/6022-M1,96,0.99,Annual
M36/6036-M1,96,0.86,Annual
M36/6798-M1,96,0.95,Annual
M36/6816-M1,96,0.69,Annual
M36/6819-M1,96,0.88,Annual
M36/6828-M1,0,0.93,Annual
M36/6834-M1,96,0.95,Annual
M36/6863-M1,96,nan,Qtr1
M36/6870-M1,96,0.87,Annual
M36/6871-M1,96,0.89,Annual
M36/6875-M1,96,0.88,Annual
M36/6889-M1,96,0.76,Annual
M36/6893-M1,96,0.84,Annual
M36/6902-M1,96,0.95,Annual
M36/6909-M1,96,0.88,Annual
M36/6920-M1,96,0.5,Annual
M36/6921-M1,96,0.99,Annual
M36/6945-M1,96,0.99,Annual
M36/6947-M1,96,0.76,Annual
M36/6983-M1,96,0.99,Annual
M36/6984-M1,96,0.99,Annual
M36/6986-M1,96,0.95,Annual
M36/6987-M1,0,0.9,Annual
M36/6990-M1,24,0.99,Annual
M36/6993-M1,96,0.88,Annual
M36/6996-M1,96,0.92,Annual
M36/7022-M1,96,0.79,Annual
M36/7038-M1,96,nan,Qtr1
M36/7064-M1,96,0.92,Annual
M36/7071-M1,96,0.87,Annual
M36/7072-M1,96,0.84,Annual
M36/7073-M1,96,0.86,Annual
M36/7076-M1,96,0.83,Annual
M36/7083-M1,96,0.88,Annual
M36/7095-M1,96,0.97,Annual
M36/7114-M1,96,0.99,Annual
M36/7115-M1,96,0.99,Annual
M36/7174-M1,0,0.98,Annual
M36/7177-M1,96,0.91,Annual
M36/7178-M1,96,0.96,Annual
M36/7188-M1,96,0.86,Annual
M36/7192-M1,96,0.99,Annual
M36/7194-M1,96,nan,Qtr2
M36/7200-M1,96,0.83,Annual
M36/7207-M1,96,0.97,Annual
M36/7212-M1,96,0.97,Annual
M36/7225-M1,96,0.98,Annual
M36/7238-M1,96,0.88,Annual
M36/7261-M1,96,0.52,Annual
M36/7267-M1,96,0.96,Annual
M36/7268-M1,96,0.96,Annual
M36/7269-M1,96,0.51,Annual
M36/7271-M1,96,0.98,Annual
M36/7296-M1,96,0.9,Annual
M36/7302-M1,96,0.95,Annual
M36/7337-M1,96,0.97,Annual
M36/7338-M1,96,0.97,Annual
M36/7341-M1,96,0.86,Annual
M36/7342-M1,24,0.99,Annual
M36/7357-M1,92,nan,Qtr2
M36/7369-M1,96,nan,Qtr1
M36/7379-M1,96,0.84,Annual
M36/7380-M1,96,0.9,Annual
M36/7390-M1,96,0.85,Annual
M36/7395-M1,96,0.92,Annual
M36/7402-M1,96,0.95,Annual
M36/7420-M1,96,0.94,Annual
M36/7426-M1,96,0.86,Annual
M36/7445-M1,96,0.97,Annual
M36/7466-M1,96,0.9,Annual
M36/7471-M1,96,nan,Qtr1
M36/7504-M1,0,0.92,Annual
M36/7511-M1,96,0.77,Annual
M36/7533-M1,0,0.92,Annual
M36/7571-M1,96,0.55,Annual
M36/7575-M1,0,0.92,Annual
M36/7577-M1,96,0.87,Annual
M36/7581-M1,96,0.96,Annual
M36/7649-M1,96,0.97,Annual
M36/7660-M1,96,0.99,Annual
M36/7661-M1,96,0.61,Annual
M36/7672-M1,96,0.99,Annual
M36/7693-M1,96,0.86,Annual
M36/7697-M1,96,0.87,Annual
M36/7725-M1,96,0.79,Annual
M36/7730-M1,96,0.86,Annual
M36/7732-M1,96,0.72,Annual
M36/7733-M1,96,0.86,Annual
M36/7756-M1,96,0.89,Annual
M36/7760-M1,96,0.93,Annual
M36/7762-M1,96,0.97,Annual
M36/7768-M1,96,1,Annual
M36/7815-M1,96,0.91,Annual
M36/7817-M1,96,0.8,Annual
M36/7818-M1,96,0.99,Annual
M36/7819-M1,0,0.99,Annual
M36/7831-M1,96,0.88,Annual
M36/7833-M1,0,0.92,Annual
M36/7835-M1,0,0.92,Annual
M36/7851-M1,96,0.98,Annual
M36/7883-M1,96,0.99,Annual
M36/7886-M1,96,0.99,Annual
M36/7904-M1,96,0.97,Annual
M36/7905-M1,96,0.99,Annual
M36/7916-M1,96,0.84,Annual
M36/7924-M1,96,0.95,Annual
M36/7968-M1,96,0.89,Annual
M36/7985-M1,96,0.89,Annual
M36/7987-M1,96,0.99,Annual
M36/8013-M1,96,0.99,Annual
M36/8017-M1,96,0.57,Annual
M36/8025-M1,96,0.94,Annual
M36/8027-M1,96,0.99,Annual
M36/8028-M1,96,0.9,Annual
M36/8029-M1,96,0.9,Annual
M36/8030-M1,96,0.99,Annual
M36/8036-M1,96,0.98,Annual
M36/8038-M1,96,0.93,Annual
M36/8047-M1,96,0.87,Annual
M36/8063-M1,96,0.99,Annual
M36/8076-M1,96,nan,Qtr3
M36/8085-M1,96,0.94,Annual
M36/8093-M1,96,0.9,Annual
M36/8095-M1,96,0.99,Annual
M36/8104-M1,96,0.87,Annual
M36/8107-M1,96,0.98,Annual
M36/8115-M1,96,0.83,Annual
M36/8153-M1,96,0.95,Annual
M36/8165-M1,96,0.86,Annual
M36/8166 and M36/8167-M1,96,0.86,Annual
M36/8168-M1,96,0.99,Annual
M36/8170-M1,96,0.98,Annual
M36/8171-M1,96,nan,Qtr1
M36/8174-M1,96,0.87,Annual
M36/8178-M1,0,0.96,Annual
M36/8183-M1,96,0.91,Annual
M36/8216-M1,288,0.93,Annual
M36/8220-M1,96,0.99,Annual
M36/8221-M1,96,0.93,Annual
M36/8300-M1,96,0.58,Annual
M36/8304-M1,96,0.71,Annual
M36/8330-M1,96,0.98,Annual
M36/8404-M1,96,nan,Qtr1
M36/8558-M1,96,0.77,Annual
M36/8647-M1,96,0.85,Annual
M36/8668-M1,96,0.99,Annual
M37/0027-M1,96,nan,Qtr3
M37/0029-M1,96,,Qtr4
M37/0031-M1,96,0.77,Annual
M37/0038-M1,96,nan,Qtr2
M37/0041-M1,0,0.8,Annual
M37/0055-M1,96,,Qtr4
M37/0074-M1,96,0.93,Annual
M37/0077-M1,96,0.72,Annual
M37/0081-M1,96,0.87,Annual
M37/0082-M1,96,0.89,Annual
M37/0098-M1,96,0.89,Annual
M37/0099-M1,96,0.81,Annual
M37/0106-M1,0,0.92,Annual
M37/0108-M1,96,,Qtr4
M37/0109-M1,96,,Qtr4
M37/0110-M1,96,,Qtr4
M37/0114-M1,96,0.42,Annual
M37/0118-M1,96,0.28,Annual
M37/0119-M1,96,0.96,Annual
M37/0128-M1,96,,Qtr4
M37/0130-M1,96,0.99,Annual
M37/0131-M1,96,0.99,Annual
M37/0137-M1,96,,Qtr4
M37/0138-M1,96,,Qtr4
M37/0155-M1,96,0.84,Annual
M37/0156-M1,96,0.86,Annual
M37/0160-M1,96,0.91,Annual
M37/0161-M1,96,nan,Qtr3
M37/0164-M1,96,0.86,Annual
M37/0165-M1,96,0.71,Annual
M37/0170-M1,96,nan,Qtr3
M37/0175-M1,0,0.8,Annual
M37/0176-M1,0,0.8,Annual
M37/0190-M1,96,0.27,Annual
M37/0193-M1,96,0.23,Annual
M37/0223-M1,96,0.87,Annual
M37/0234-M1,96,0.67,Annual
M37/0236-M1,96,0.4,Annual
M37/0242-M1,96,0.99,Annual
M37/0263-M1,96,0.9,Annual
M37/0300-M1,96,0.9,Annual
M37/0301-M1,96,0.44,Annual
M37/0312-M1,96,0.89,Annual
M37/0313-M1,96,0.95,Annual
M37/0321-M1,96,0.31,Annual
M37/0327-M1,96,0.45,Annual
M37/0328-M1,96,0.88,Annual
M37/0370-M1,96,nan,Qtr2
M37/0382-M1,96,nan,Qtr2
M37/0401-M1,96,0.95,Annual
M37/0405-M1,0,0.8,Annual
M37/0440-M1,96,0.72,Annual
M37/0441-M1,96,,Qtr4
M37/0464-M1,96,0.27,Annual
M37/0465-M1,96,0.23,Annual
M37/0466-M1,96,0.42,Annual
M37/0467-M1,96,0.89,Annual
M37/0473-M1,96,0.87,Annual
M37/0477-M1,96,0.46,Annual
M37/0485-M1,96,0.6,Annual
M37/0496-M1,96,0.94,Annual
M37/0503-M1,96,,Qtr4
M37/0504-M1,96,,Qtr4
M37/0506-M1,96,0.3,Annual
M37/0508-M1,96,0.88,Annual
M37/0543-M1,96,0.82,Annual
M37/0547-M1,96,0.44,Annual
N32/0047-M1,96,0.99,Annual
N32/0048-M1,96,0.67,Annual
N32/0049-M1,96,0.67,Annual
N32/0061-M1,96,0.72,Annual
N32/0147-M1,96,0.98,Annual
N32/0212-M1,96,0.99,Annual
N32/0234-M1,96,0.99,Annual
N32/0246-M1,96,0.71,Annual
N32/0252-M1,96,,Qtr4
N32/0254-M1,96,,Qtr4
N32/0259-M1,96,0.99,Annual
N32/0267-M1,96,0.99,Annual
N32/0273-M1,96,0.99,Annual
N32/0276-M1,96,0.79,Annual
N32/0280-M1,96,0.87,Annual
N32/0281-M1,96,0.99,Annual
N32/0282-M1,96,0.99,Annual
N32/0284-M1,96,0.99,Annual
N32/0285-M1,96,0.99,Annual
N32/0289-M1,96,0.99,Annual
N32/0291-M1,96,0.68,Annual
N32/0299-M1,96,0.99,Annual
N32/0300-M1,96,0.99,Annual
N32/0303-M1,24,0.92,Annual
N32/0309-M1,96,0.68,Annual
N32/0310-M1,96,0.67,Annual
N32/0311-M1,96,0.87,Annual
N32/0313-M1,96,0.73,Annual
N32/0314-M1,96,0.99,Annual
N32/0315-M1,96,0.87,Annual
N32/0320-M1,96,nan,Qtr1
N32/0329-M1,96,0.99,Annual
N32/0336-M1,96,0.99,Annual
N32/0338-M1,96,0.99,Annual
N32/0339-M1,96,0.99,Annual
N32/0340-M1,96,0.98,Annual
N32/0340-M2,96,0.99,Annual
N32/0340-M3,96,0.99,Annual
N32/0340-M4,96,0.98,Annual
N32/0340-M5,96,0.99,Annual
N32/0340-M6,96,0.9,Annual
N32/0340-M7,96,0.99,Annual
N32/0340-M8,96,0.99,Annual
N32/0340-M9,96,0.99,Annual
N32/0341-M1,96,0.99,Annual
N32/0346-M1,96,0.64,Annual
N32/0350-M1,96,1,Annual
N32/0356-M1,96,0.99,Annual
N32/0357-M1,96,0.86,Annual
N32/0359-M1,96,0.99,Annual
N32/0360-M1,96,0.99,Annual
N32/0362-M1,96,0.91,Annual
N32/0363-M1,96,0.99,Annual
N32/0364-M1,96,1,Annual
N32/0365-M1,96,1,Annual
N32/0366-M1,0,0.95,Annual
N32/0368-M1,96,nan,Qtr1
N32/0369-M1,96,0.99,Annual
N32/0370-M1,96,0.84,Annual
N32/0372-M1,96,0.99,Annual
N32/0372-M3,96,0.99,Annual
N32/0372-M4,96,0.98,Annual
N32/0373-M1,96,0.95,Annual
N32/0375-M1,96,0.87,Annual
N32/0384-M1,96,0.99,Annual
N32/0386-M1,96,0.98,Annual
N32/0392-M1,96,0.94,Annual
N32/0394-M1,96,0.62,Annual
N32/0405-M1,96,0.99,Annual
N32/0412-M1,96,0.87,Annual
N32/0420-M1,96,0.99,Annual
N32/0426-M1,96,0.68,Annual
N32/0429-M1,96,0.93,Annual
N32/0430-M1,96,0.77,Annual
N32/0438-M1,96,0.99,Annual
N32/0444-M1,96,0.65,Annual
N32/0449-M1,96,0.99,Annual
N32/0450-M1,96,0.91,Annual
N32/0453 -M1,96,nan,Qtr1
N32/0453-M1,96,nan,Qtr3
N32/0455-M1,96,0.81,Annual
N32/0456-M1,96,0.83,Annual
N33/0112-M1,96,0.99,Annual
N33/0191-M1,96,0.99,Annual
N33/0203-M1,96,0.85,Annual
N33/0258-M1,96,0.78,Annual
N33/0266-M1,96,1,Annual
N33/0279-M1,96,0.95,Annual
N33/0297-M1,96,0.88,Annual
N33/0299-M1,96,0.93,Annual
N33/0301-M1,96,0.97,Annual
N33/0302-M1,96,0.99,Annual
N33/0312-M1,96,0.98,Annual
N33/0314-M1,96,0.56,Annual
N33/0322-M1,96,0.97,Annual
N33/0335-M1,96,0.7,Annual
N33/0348-M1,96,0.99,Annual
N33/0353-M1,96,0.58,Annual
N33/0358-M1,96,0.99,Annual
N33/0361-M1,96,0.87,Annual
N33/0369-M1,96,0.71,Annual
N33/0373-M1,96,0.96,Annual
N33/0378-M1,96,nan,Qtr2
N33/0379-M1,96,0.5,Annual
N33/0381-M1,96,0.79,Annual
N33/0382-M1,96,0.76,Annual
N33/0384-M1,96,0.78,Annual
N33/0385-M1,96,0.99,Annual
N33/0388-M1,96,0.99,Annual
N33/0395-M1,96,0.99,Annual
N33/0397-M1,96,,Qtr4
N33/0400-M1,96,,Qtr4
N33/0407-M1,96,0.99,Annual
N33/0417-M1,96,0.99,Annual
N33/0421-M1,96,0.99,Annual
N33/0422-M1,96,nan,Qtr2
N33/0427-M1,96,0.88,Annual
N33/0429-M1,96,0.87,Annual
N33/0432-M1,96,0.99,Annual
N33/0435-M1,96,0.99,Annual
N33/0436-M1,0,0.98,Annual
N33/0438-M1,96,0.99,Annual
N33/0441-M1,96,0.98,Annual
N33/0447-M1,96,0.84,Annual
N33/0450-M1,96,0.99,Annual
N33/0460-M1,96,0.99,Annual
N33/0461-M1,96,0.98,Annual
N33/0462-M1,96,0.56,Annual
N33/0471-M1,96,0.57,Annual
N34/0062-M1,96,0.77,Annual
N34/0086-M1,96,nan,Qtr1
N34/0106-M1,96,0.99,Annual
N34/0127-M1,96,0.99,Annual
N34/0131-M1,96,0.84,Annual
N34/0143-M1,96,0.99,Annual
N34/0302-M1,96,0.83,Annual
N34/0303-M1,96,0.94,Annual
N34/0304-M1,96,0.96,Annual
N34/0305-M1,96,0.6,Annual
N34/0326-M1,96,0.99,Annual
N34/0330-M1,96,0.88,Annual
N34/0336-M1,96,0.98,Annual
N34/0338-M1,96,0.81,Annual
N34/0339-M1,96,0.84,Annual
N34/0340-M1,96,0.99,Annual
N34/0342-M1,96,nan,Qtr1
N34/0344-M1,96,0.81,Annual
N34/0351-M1,96,0.99,Annual
N34/0390-M1,96,0.99,Annual
N34/0409-M1,96,1,Annual
N34/0411-M1,0,0.9,Annual
N36/0110-M1,96,0.6,Annual
No bore-M1,96,0.84,Annual
O31/0088-M1,96,0.92,Annual
O31/0106-M1,96,0.98,Annual
O31/0145-M1,96,0.94,Annual
O31/0155-M1,96,0.92,Annual
O31/0215-M1,96,0.54,Annual
O31/0272-M1,96,0.49,Annual
O31/0273-M1,96,0.68,Annual
O31/0275-M1,96,0.99,Annual
O31/0276-M1,96,0.52,Annual
O31/0285-M1,96,0.86,Annual
O31/0291-M1,96,0.99,Annual
O31/0323-M1,96,0.95,Annual
O31/0324-M1,96,0.65,Annual
O31/0333-M1,0,0.88,Annual
O31/0335-M1,96,0.72,Annual
O31/0340-M1,96,0.86,Annual
O31/0343-M1,96,0.91,Annual
O31/0348-M1,96,nan,Qtr3
O31/0358-M1,96,0.98,Annual
O31/0361-M1,96,0.8,Annual
O31/0394-M1,96,0.43,Annual
O31/0395-M1,96,0.69,Annual
O31/0397-M1,96,0.99,Annual
O31/0398-M1,96,0.99,Annual
O31/0399-M1,96,0.86,Annual
O31/0400-M1,96,0.86,Annual
O31/0403-M1,96,0.99,Annual
O31/0409-M1,96,0.85,Annual
O31/0410-M1,96,0.92,Annual
O31/0412-M1,96,0.98,Annual
O31/0413-M1,96,0.89,Annual
O31/0421-M1,96,0.6,Annual
O31/0425-M1,96,0.49,Annual
O31/0441-M1,96,1,Annual
O32/0022-M1,96,0.73,Annual
O32/0056-M1,96,0.73,Annual
O32/0060-M1,96,0.99,Annual
O32/0064-M1,96,1,Annual
O32/0066-M1,96,0.98,Annual
O32/0069-M1,96,nan,Qtr1
O32/0070-M1,96,0.96,Annual
O32/0071-M1,96,0.75,Annual
O32/0073-M1,96,0.99,Annual
O32/0074-M1,96,0.68,Annual
O32/0075-M1,96,0.96,Annual
O32/0078-M1,0,0.81,Annual
O32/0079-M1,92,nan,Qtr2
O32/0080-M1,96,0.93,Annual
O32/0081-M1,96,0.99,Annual
O32/0084-M1,96,0.84,Annual
O32/0086-M1,96,0.74,Annual
O32/0101-M1,96,0.65,Annual
O32/0104-M1,96,0.99,Annual
O33/0003-M1,96,0.99,Annual
O33/0025-M1,96,0.79,Annual
O33/0091-M1,96,1,Annual
O33/0099-M1,96,0.86,Annual
O33/0102-M1,96,1,Annual
O33/0112-M1,96,0.64,Annual
O33/0115-M1,96,0.88,Annual
O33/0118-M1,96,0.92,Annual
O33/0138-M1,96,0.8,Annual
UNKNOWN-M1,96,0.94,Annual
X00/1234-M1,96,nan,Qtr1
no consent-M1,96,0.78,Annual
scheme-M1,96,0.88,Annual
